attendance,study_hours,previous_marks,assignment_score,internal_marks,sleep_hours,internet_hours,stress_level,parent_support,tuition,final_marks,grade,risk_level
55,3.4,40,44,45,4.7,1.5,9,No,Yes,64.21,C,Low
47,0.2,92,64,49,7.3,8.7,8,Yes,Yes,66.44,C,Low
43,1.2,87,78,12,7.8,6.4,2,Yes,Yes,70.32,C,Low
79,4.1,100,72,43,6.3,2.3,7,No,Yes,100.0,A,Low
43,4.9,92,70,28,9.1,1.6,1,Yes,No,88.54,B,Low
95,4.0,36,66,37,6.1,6.3,10,No,Yes,31.35,F,High
64,5.3,56,86,32,5.0,9.0,9,Yes,Yes,66.13,C,Low
42,6.0,71,71,49,9.3,7.2,3,Yes,Yes,97.08,A,Low
71,0.1,54,76,16,9.0,3.5,2,Yes,Yes,64.59,C,Low
42,4.6,58,90,50,4.1,5.9,4,Yes,No,65.18,C,Low
66,9.6,99,43,21,3.2,3.1,4,Yes,No,89.03,B,Low
68,5.2,99,97,23,3.6,10.0,3,Yes,Yes,74.07,C,Low
71,6.8,35,82,24,5.0,7.5,2,Yes,No,64.39,C,Low
89,3.1,37,63,12,9.8,6.1,5,Yes,Yes,42.8,D,Medium
100,7.7,80,53,24,6.9,4.2,4,Yes,No,71.44,C,Low
97,7.7,89,49,33,5.6,6.2,5,Yes,Yes,82.03,B,Low
90,5.2,98,98,17,9.2,3.4,8,No,No,52.83,D,Medium
58,9.8,79,59,14,6.2,0.3,2,Yes,Yes,98.05,A,Low
60,1.3,60,36,13,5.2,4.0,9,Yes,No,19.58,F,High
44,0.2,99,65,23,9.6,9.3,10,Yes,No,22.71,F,High
57,7.7,58,67,25,8.9,6.3,1,No,Yes,84.46,B,Low
67,8.1,69,81,29,8.9,0.8,8,Yes,No,87.35,B,Low
81,1.2,58,44,33,6.6,8.8,5,Yes,Yes,42.18,D,Medium
100,2.7,62,75,15,8.5,2.7,2,Yes,No,82.53,B,Low
61,0.2,50,52,40,4.3,2.4,8,No,Yes,38.23,F,High
60,2.9,93,41,15,7.0,3.0,5,No,No,56.83,D,Medium
45,7.7,88,73,44,9.9,5.8,10,Yes,No,73.64,C,Low
40,5.2,50,44,24,5.0,5.4,10,Yes,Yes,42.04,D,Medium
44,3.5,49,78,38,8.6,4.9,3,Yes,Yes,72.03,C,Low
80,3.7,45,50,12,6.4,7.2,7,Yes,Yes,38.34,F,High
51,0.0,99,44,20,3.3,3.2,4,No,No,32.3,F,High
65,3.0,77,43,12,8.3,7.8,10,Yes,No,21.56,F,High
85,6.5,47,71,37,4.2,1.8,6,Yes,Yes,79.28,B,Low
73,9.7,44,44,19,7.4,7.8,10,Yes,Yes,66.4,C,Low
88,8.5,75,92,42,3.6,6.6,8,Yes,No,72.68,C,Low
53,0.2,84,97,25,9.6,6.8,1,Yes,Yes,82.69,B,Low
65,9.0,93,56,19,5.0,4.8,2,No,No,78.1,B,Low
84,7.8,73,82,42,4.6,6.7,8,Yes,Yes,84.11,B,Low
66,7.8,37,81,45,3.9,0.8,7,Yes,Yes,95.77,A,Low
48,4.6,41,92,12,9.6,8.5,10,Yes,No,30.8,F,High
65,4.0,83,82,14,8.0,0.6,9,Yes,Yes,67.5,C,Low
96,3.0,60,86,21,8.2,1.5,2,Yes,No,91.32,A,Low
86,0.7,67,81,22,6.5,5.8,8,Yes,Yes,55.22,D,Medium
96,2.3,82,72,33,6.3,7.4,6,Yes,Yes,69.96,C,Low
61,2.5,36,36,41,3.8,0.8,1,No,No,58.78,D,Medium
86,4.8,66,71,25,6.9,9.2,4,Yes,Yes,63.84,C,Low
95,7.5,38,33,41,4.7,9.7,2,Yes,Yes,62.07,C,Low
69,4.7,54,98,46,9.8,6.1,7,Yes,No,74.23,C,Low
82,0.6,70,34,45,8.6,4.8,9,Yes,No,50.44,D,Medium
87,9.6,66,70,30,5.9,7.4,6,Yes,No,80.33,B,Low
100,9.4,62,33,21,4.1,3.3,4,Yes,No,82.67,B,Low
56,7.9,35,31,30,8.5,4.9,5,Yes,Yes,77.59,B,Low
65,9.9,94,96,30,3.9,9.2,1,No,Yes,84.01,B,Low
75,5.4,90,50,15,4.3,9.6,4,Yes,Yes,52.23,D,Medium
40,9.6,69,99,18,4.5,9.3,10,Yes,No,65.36,C,Low
47,0.8,64,72,10,6.9,2.6,3,No,No,62.93,C,Low
88,3.7,88,98,21,8.5,2.3,9,Yes,No,64.51,C,Low
74,2.3,70,38,23,5.2,3.0,6,Yes,No,45.0,D,Medium
100,2.0,89,57,15,3.6,4.4,4,Yes,Yes,50.03,D,Medium
91,1.4,92,55,10,6.3,3.1,3,No,Yes,42.76,D,Medium
54,6.2,99,32,31,8.2,3.7,4,Yes,Yes,88.85,B,Low
86,7.8,85,78,43,4.6,6.2,8,Yes,Yes,93.15,A,Low
95,5.8,56,46,20,4.5,7.6,5,No,Yes,49.3,D,Medium
61,1.5,87,92,12,9.6,7.4,1,Yes,Yes,63.93,C,Low
53,8.1,70,84,15,9.7,8.1,5,No,No,65.06,C,Low
65,6.4,70,52,15,9.9,0.3,8,No,Yes,66.3,C,Low
67,3.9,86,63,29,8.7,0.5,4,Yes,No,84.9,B,Low
62,6.7,87,98,30,4.3,7.9,2,No,Yes,93.6,A,Low
53,2.6,84,44,11,4.5,5.3,3,No,No,35.33,F,High
63,3.5,75,76,35,5.4,5.8,9,No,No,47.99,D,Medium
41,9.2,52,32,40,5.2,0.5,7,Yes,No,78.98,B,Low
84,2.9,56,57,35,9.7,2.6,3,No,Yes,70.41,C,Low
65,4.7,100,32,41,8.5,6.4,5,Yes,Yes,80.34,B,Low
53,8.9,55,33,19,8.1,8.6,3,No,Yes,42.2,D,Medium
98,7.1,78,60,32,4.3,9.2,10,Yes,Yes,66.73,C,Low
95,0.6,81,74,15,9.4,5.0,4,Yes,Yes,54.57,D,Medium
90,1.5,73,88,32,8.8,5.5,8,Yes,Yes,56.92,D,Medium
46,0.1,63,74,37,4.1,8.3,3,Yes,Yes,45.76,D,Medium
42,6.3,88,66,39,9.1,5.4,3,Yes,No,78.03,B,Low
86,4.5,51,94,23,4.9,5.2,8,Yes,Yes,69.8,C,Low
62,1.3,94,38,46,3.6,9.1,10,Yes,No,30.96,F,High
85,9.6,65,46,41,7.6,7.9,10,Yes,Yes,98.16,A,Low
82,5.3,83,94,43,7.6,9.1,7,Yes,Yes,85.19,B,Low
86,2.4,36,32,50,3.7,2.2,7,Yes,Yes,53.7,D,Medium
99,5.0,82,55,31,5.2,5.2,10,No,No,53.4,D,Medium
84,6.8,48,82,40,9.9,8.4,2,Yes,No,86.64,B,Low
57,0.8,93,60,16,7.7,1.1,7,Yes,No,68.14,C,Low
97,2.7,92,55,50,8.1,7.9,10,Yes,Yes,74.95,C,Low
77,8.1,92,52,30,4.5,1.8,10,No,Yes,85.2,B,Low
74,4.6,85,59,25,3.6,8.1,3,Yes,Yes,63.01,C,Low
90,5.5,36,39,29,4.9,6.1,7,Yes,Yes,47.56,D,Medium
54,4.3,75,93,28,4.7,1.9,4,Yes,No,82.6,B,Low
64,0.4,50,51,41,4.6,4.7,8,No,No,43.82,D,Medium
94,1.7,38,44,24,4.3,6.8,8,Yes,Yes,29.85,F,High
76,4.5,46,85,14,7.0,6.3,6,No,No,39.87,F,High
67,2.1,63,49,20,5.3,4.3,3,Yes,Yes,46.58,D,Medium
49,0.5,41,76,24,8.7,9.0,6,No,Yes,14.41,F,High
78,8.4,48,82,38,4.3,5.2,6,Yes,Yes,79.78,B,Low
96,9.8,46,82,13,6.3,5.1,3,Yes,Yes,84.76,B,Low
56,7.9,39,30,45,3.1,0.6,4,Yes,No,79.69,B,Low
78,8.5,66,31,32,6.4,9.2,2,No,Yes,77.83,B,Low
61,2.4,77,87,24,3.4,1.8,1,Yes,No,70.0,C,Low
65,9.6,79,48,12,9.8,5.3,2,Yes,Yes,100.0,A,Low
83,2.0,43,91,41,8.5,8.0,7,No,Yes,43.29,D,Medium
64,9.5,83,41,19,6.4,2.2,10,Yes,Yes,82.66,B,Low
56,9.9,67,55,49,3.6,5.3,5,Yes,No,80.39,B,Low
52,7.1,52,56,47,7.1,2.4,9,Yes,No,68.55,C,Low
59,9.8,43,58,31,8.3,7.6,3,Yes,No,81.35,B,Low
64,5.7,96,44,23,4.3,5.6,2,Yes,Yes,85.6,B,Low
43,2.6,91,75,26,7.0,8.6,4,No,Yes,52.51,D,Medium
49,4.4,63,30,30,8.7,8.9,2,Yes,Yes,60.33,C,Low
42,5.9,59,89,24,8.4,6.5,7,No,Yes,69.75,C,Low
80,0.7,49,86,24,8.6,7.3,10,Yes,No,22.97,F,High
84,6.2,40,32,10,9.2,5.5,6,Yes,Yes,59.01,D,Medium
57,9.8,76,47,33,9.6,3.8,8,Yes,Yes,85.14,B,Low
86,1.9,63,81,21,5.8,6.5,5,Yes,Yes,56.09,D,Medium
75,7.9,38,89,19,7.0,9.1,2,Yes,Yes,76.52,B,Low
86,9.1,91,63,40,8.5,4.2,4,No,No,93.04,A,Low
61,9.4,83,89,20,7.9,3.1,1,No,No,94.08,A,Low
73,9.6,78,55,25,10.0,3.9,2,Yes,No,100.0,A,Low
86,5.2,48,48,18,3.1,4.4,4,Yes,No,52.07,D,Medium
47,9.8,37,51,23,5.5,0.7,6,Yes,Yes,73.14,C,Low
79,7.6,96,62,28,5.0,5.0,4,No,No,83.81,B,Low
88,1.6,98,67,40,4.8,4.9,4,Yes,Yes,68.71,C,Low
83,4.8,79,64,18,4.6,5.9,10,No,No,33.64,F,High
58,7.2,92,96,45,8.0,3.6,10,Yes,No,72.19,C,Low
81,2.5,54,39,48,3.6,6.1,2,No,No,59.98,D,Medium
80,6.4,92,44,35,8.2,8.8,9,Yes,Yes,69.06,C,Low
76,6.7,91,40,17,7.9,9.6,10,Yes,No,52.87,D,Medium
45,1.6,86,53,33,4.8,5.8,8,No,No,48.82,D,Medium
91,5.7,71,33,17,4.8,0.4,8,No,No,55.82,D,Medium
65,7.7,42,42,28,7.4,9.7,5,Yes,Yes,58.14,D,Medium
73,5.0,78,86,39,8.3,7.1,3,Yes,Yes,90.9,A,Low
98,0.1,39,66,31,9.1,3.4,6,Yes,Yes,50.19,D,Medium
95,0.1,65,77,18,9.0,1.5,9,Yes,Yes,41.94,D,Medium
98,3.6,79,100,13,9.8,1.4,8,Yes,Yes,68.59,C,Low
84,9.3,43,30,46,7.1,1.7,7,Yes,No,86.88,B,Low
45,2.3,66,89,17,9.4,0.5,8,No,Yes,65.6,C,Low
76,6.3,67,41,10,8.7,9.0,4,Yes,No,65.99,C,Low
96,2.2,64,50,37,9.3,5.4,6,Yes,Yes,63.77,C,Low
72,3.2,63,40,15,3.1,7.0,5,Yes,Yes,41.49,D,Medium
92,8.5,37,73,45,9.8,8.3,2,Yes,No,100.0,A,Low
61,7.3,91,87,20,6.3,7.9,8,Yes,No,70.88,C,Low
60,1.0,64,73,14,8.6,8.8,3,Yes,Yes,45.7,D,Medium
45,4.3,43,63,33,3.9,9.7,5,Yes,Yes,46.03,D,Medium
45,0.3,60,54,27,5.8,4.4,8,No,Yes,36.31,F,High
94,4.8,36,33,29,4.9,9.5,9,No,Yes,20.44,F,High
87,6.6,96,93,37,5.0,7.2,9,Yes,Yes,88.13,B,Low
43,1.2,37,45,22,3.9,0.7,5,Yes,Yes,45.66,D,Medium
69,2.9,80,39,14,8.6,6.8,2,No,No,58.76,D,Medium
50,4.0,59,95,39,3.1,6.9,7,Yes,Yes,63.45,C,Low
69,9.2,85,64,10,5.2,9.1,7,No,Yes,68.17,C,Low
70,9.9,47,35,31,4.2,3.7,8,No,No,56.47,D,Medium
63,0.4,78,48,27,7.1,5.8,8,Yes,No,33.63,F,High
94,7.6,69,88,14,4.8,0.1,5,Yes,No,88.87,B,Low
48,3.7,89,82,40,4.8,3.3,1,No,No,76.54,B,Low
94,3.9,43,37,15,6.4,0.6,4,No,Yes,64.94,C,Low
42,7.5,36,39,36,7.6,5.2,4,No,Yes,54.58,D,Medium
90,9.2,95,96,34,3.8,8.2,3,Yes,No,96.82,A,Low
70,9.5,75,67,38,4.2,2.1,8,No,No,80.72,B,Low
79,5.8,78,58,37,4.7,5.3,3,Yes,No,74.61,C,Low
76,3.6,98,44,25,9.8,2.0,5,Yes,Yes,71.23,C,Low
75,7.9,65,52,21,5.8,1.2,2,Yes,Yes,92.38,A,Low
63,2.5,81,75,29,7.2,5.1,6,No,No,55.54,D,Medium
70,5.6,36,57,27,4.7,0.8,6,No,Yes,77.59,B,Low
45,3.6,92,55,43,6.4,5.9,8,No,No,77.3,B,Low
41,6.6,78,39,32,3.5,0.3,8,Yes,No,60.91,C,Low
59,2.4,90,76,36,3.2,1.1,1,Yes,No,68.58,C,Low
67,1.9,77,33,26,6.3,5.5,5,No,Yes,37.54,F,High
50,9.2,68,84,30,5.8,5.9,2,Yes,Yes,93.96,A,Low
43,1.0,64,95,49,4.0,0.3,10,No,Yes,68.3,C,Low
54,5.1,89,96,40,7.8,5.7,5,Yes,No,81.5,B,Low
45,2.2,47,36,12,10.0,8.4,10,No,Yes,18.68,F,High
93,0.4,37,84,26,5.8,7.2,9,No,Yes,21.86,F,High
88,0.4,60,60,35,7.4,1.3,4,Yes,Yes,65.75,C,Low
69,1.8,91,48,32,9.7,5.9,8,Yes,Yes,60.78,C,Low
95,8.7,58,57,15,8.8,6.7,1,Yes,No,82.71,B,Low
77,2.8,87,57,37,6.2,0.4,8,No,No,67.46,C,Low
90,9.5,77,48,17,8.2,8.6,6,Yes,Yes,67.55,C,Low
96,5.8,94,49,17,3.9,9.1,8,No,No,55.71,D,Medium
41,4.4,92,42,28,6.6,8.5,6,Yes,No,61.95,C,Low
54,5.8,83,72,47,5.0,8.2,3,No,No,85.18,B,Low
50,5.2,76,40,38,4.1,7.4,8,Yes,No,46.13,D,Medium
47,7.6,100,77,32,6.0,6.3,5,Yes,No,85.76,B,Low
65,2.8,45,44,41,3.9,6.8,10,No,Yes,28.5,F,High
90,3.5,52,46,19,7.9,8.1,5,Yes,Yes,41.0,D,Medium
84,8.9,86,83,36,6.2,6.6,7,Yes,No,91.78,A,Low
83,9.5,80,79,10,6.7,3.3,6,Yes,Yes,72.07,C,Low
44,8.9,78,57,48,4.0,3.8,9,Yes,Yes,92.57,A,Low
45,4.2,56,33,38,4.0,9.0,7,Yes,Yes,32.45,F,High
65,7.8,87,51,12,7.1,0.2,3,Yes,Yes,90.6,A,Low
93,4.8,93,68,46,9.9,7.0,5,No,Yes,69.95,C,Low
43,5.0,64,63,40,3.7,9.5,9,Yes,No,58.01,D,Medium
58,2.0,42,73,20,5.0,7.1,10,Yes,Yes,31.92,F,High
59,5.9,91,71,31,9.1,9.9,2,Yes,Yes,83.14,B,Low
72,1.9,54,69,27,3.5,6.9,1,No,No,41.59,D,Medium
59,3.3,59,41,44,9.1,0.3,8,Yes,No,60.72,C,Low
88,8.6,53,31,15,6.7,8.3,8,No,Yes,47.4,D,Medium
51,2.1,39,57,12,5.9,2.8,2,Yes,Yes,51.62,D,Medium
86,0.7,61,96,14,5.2,4.5,8,Yes,No,38.31,F,High
40,0.7,74,100,18,5.1,3.1,5,Yes,No,55.45,D,Medium
65,9.4,60,39,37,5.1,2.7,2,Yes,Yes,100.0,A,Low
53,5.1,61,86,28,9.2,4.3,7,No,No,54.61,D,Medium
77,4.1,96,66,37,8.1,3.8,7,Yes,No,81.19,B,Low
76,8.1,84,93,36,7.7,6.3,3,Yes,No,100.0,A,Low
50,8.4,76,69,22,8.6,8.1,1,Yes,Yes,84.56,B,Low
75,3.3,63,89,47,4.8,3.0,4,Yes,Yes,83.94,B,Low
52,6.9,73,77,30,7.3,2.1,2,No,Yes,96.09,A,Low
82,7.7,94,48,36,6.2,6.7,4,Yes,Yes,96.46,A,Low
42,6.5,75,62,15,8.5,6.7,8,Yes,Yes,66.6,C,Low
72,1.5,67,73,47,5.2,9.0,2,Yes,Yes,66.87,C,Low
45,8.8,50,66,20,7.5,0.2,1,Yes,No,86.04,B,Low
89,5.4,57,65,50,9.2,8.5,3,No,Yes,85.59,B,Low
95,2.8,41,50,26,5.8,5.2,10,No,Yes,27.31,F,High
49,4.3,60,31,48,3.5,6.2,7,Yes,No,54.46,D,Medium
44,0.4,46,60,16,6.6,0.9,6,Yes,Yes,42.87,D,Medium
62,1.3,39,59,39,5.4,4.3,6,Yes,Yes,50.17,D,Medium
49,7.7,83,73,30,7.7,2.3,7,No,No,80.29,B,Low
83,0.0,60,41,10,9.7,2.5,8,Yes,No,42.97,D,Medium
41,4.2,39,80,34,6.4,5.0,3,Yes,No,67.59,C,Low
52,5.2,56,78,41,6.3,8.1,3,Yes,Yes,78.86,B,Low
79,0.5,47,53,17,7.6,7.4,10,Yes,No,14.94,F,High
41,9.7,62,53,14,3.7,5.9,8,Yes,Yes,46.21,D,Medium
59,2.3,67,89,39,4.8,5.4,7,Yes,No,54.37,D,Medium
40,3.0,57,40,17,9.4,4.3,10,Yes,Yes,41.14,D,Medium
76,3.0,52,42,28,7.7,9.7,5,Yes,No,41.26,D,Medium
48,2.3,64,93,39,3.1,5.6,4,Yes,Yes,60.79,C,Low
56,0.0,60,49,24,4.4,2.5,6,Yes,No,39.72,F,High
48,7.3,50,100,45,7.8,2.3,9,Yes,No,81.71,B,Low
50,9.7,73,57,36,8.4,6.1,6,No,Yes,84.94,B,Low
54,2.2,67,31,22,8.9,5.2,8,Yes,Yes,26.84,F,High
63,6.6,60,72,23,5.0,0.1,1,No,No,89.94,B,Low
77,7.4,82,37,46,9.5,8.3,6,Yes,Yes,90.15,A,Low
94,8.5,99,42,39,6.9,7.0,2,Yes,Yes,100.0,A,Low
74,4.2,72,64,48,7.9,6.6,3,No,No,70.25,C,Low
69,3.0,36,52,22,7.2,0.7,6,No,No,43.77,D,Medium
70,3.3,40,75,25,3.9,3.6,2,Yes,Yes,64.94,C,Low
88,7.1,80,44,16,9.7,9.4,4,No,Yes,65.78,C,Low
44,8.2,84,31,36,3.9,8.6,6,Yes,Yes,80.39,B,Low
99,1.8,72,90,44,4.8,2.9,5,Yes,Yes,78.23,B,Low
83,3.7,52,93,24,8.7,1.6,6,Yes,Yes,74.67,C,Low
89,9.0,61,81,37,7.3,4.5,6,Yes,No,88.25,B,Low
53,8.1,75,65,44,8.9,3.6,8,Yes,No,100.0,A,Low
92,9.8,51,96,16,6.6,6.8,9,Yes,Yes,77.4,B,Low
95,7.5,96,98,29,5.6,9.7,5,Yes,No,96.27,A,Low
50,3.9,63,96,41,9.5,3.6,6,Yes,Yes,100.0,A,Low
48,5.9,92,76,47,3.3,0.6,6,No,Yes,85.15,B,Low
73,6.6,56,31,49,9.0,9.0,6,Yes,Yes,80.38,B,Low
51,0.8,40,73,41,4.6,0.4,2,Yes,Yes,66.9,C,Low
74,5.4,60,93,35,8.9,9.5,4,No,Yes,65.4,C,Low
74,7.1,73,57,48,4.0,6.6,1,Yes,No,78.87,B,Low
40,1.7,46,83,29,7.1,9.4,1,Yes,No,64.28,C,Low
79,7.8,48,96,27,9.2,2.0,1,Yes,No,100.0,A,Low
61,5.8,56,65,24,6.3,0.4,7,Yes,Yes,71.7,C,Low
99,9.5,85,92,31,8.2,4.9,1,No,Yes,100.0,A,Low
68,0.4,57,54,31,8.6,4.5,6,Yes,No,32.48,F,High
47,2.7,82,77,30,8.2,3.3,2,Yes,Yes,80.14,B,Low
50,6.0,84,68,11,9.5,9.6,6,Yes,No,48.05,D,Medium
80,3.0,47,76,49,6.1,8.2,6,Yes,No,69.91,C,Low
76,7.1,44,50,27,4.2,6.6,3,Yes,No,75.6,B,Low
53,7.6,89,59,32,3.3,1.6,8,Yes,Yes,90.12,A,Low
99,1.0,43,60,22,4.7,7.3,4,No,No,40.33,D,Medium
69,5.1,86,55,50,4.0,7.3,7,No,No,59.6,D,Medium
74,5.1,36,51,18,6.9,4.3,4,Yes,Yes,64.64,C,Low
60,3.7,59,50,16,4.3,9.2,1,Yes,No,33.01,F,High
76,9.3,47,30,50,3.3,1.7,6,No,Yes,73.29,C,Low
44,8.3,85,66,10,3.3,2.7,5,Yes,Yes,75.36,B,Low
58,7.0,92,75,11,8.8,0.6,9,No,No,76.34,B,Low
98,7.1,68,38,13,7.1,8.0,9,No,Yes,52.84,D,Medium
53,4.6,69,46,23,5.5,6.2,8,No,Yes,33.74,F,High
65,9.2,37,76,41,9.3,3.1,7,Yes,Yes,79.74,B,Low
43,6.9,93,88,45,3.5,1.6,2,Yes,Yes,100.0,A,Low
64,7.3,82,83,11,9.9,0.4,8,Yes,Yes,79.44,B,Low
84,8.6,98,41,49,7.3,1.7,3,No,No,100.0,A,Low
81,2.7,53,93,23,4.3,4.5,6,Yes,Yes,49.35,D,Medium
64,8.1,39,35,29,7.8,2.5,10,No,No,71.1,C,Low
57,2.0,45,82,34,8.3,2.6,7,Yes,No,60.2,C,Low
79,3.5,35,45,17,6.0,8.8,6,Yes,Yes,32.37,F,High
47,3.4,97,34,37,9.0,5.2,5,No,Yes,58.57,D,Medium
78,9.8,63,75,30,4.1,7.3,4,Yes,Yes,76.13,B,Low
79,8.6,46,43,32,5.0,0.4,2,Yes,No,88.78,B,Low
53,7.0,75,73,41,3.7,3.7,9,Yes,Yes,72.82,C,Low
71,7.3,36,92,17,4.5,4.8,7,Yes,No,44.65,D,Medium
90,5.6,71,81,40,4.7,1.9,7,Yes,No,95.17,A,Low
100,9.5,79,55,46,9.4,1.2,4,Yes,No,100.0,A,Low
77,5.0,82,82,25,3.5,8.7,5,Yes,No,63.37,C,Low
72,3.8,58,58,49,6.0,9.4,6,No,No,55.44,D,Medium
62,1.6,56,48,36,6.7,0.8,2,No,Yes,54.8,D,Medium
54,7.9,45,76,49,9.3,3.5,4,Yes,No,91.92,A,Low
72,7.3,92,37,50,10.0,9.6,4,Yes,Yes,80.72,B,Low
64,3.8,80,52,27,8.3,0.8,4,Yes,Yes,85.11,B,Low
56,0.3,63,64,44,9.8,6.4,7,No,Yes,50.4,D,Medium
72,8.4,69,82,24,8.5,9.7,7,Yes,Yes,72.28,C,Low
86,0.1,49,87,36,9.7,9.8,7,No,Yes,33.99,F,High
94,7.0,94,34,26,8.0,4.7,7,Yes,Yes,90.9,A,Low
41,9.7,76,45,49,3.6,1.6,2,No,Yes,100.0,A,Low
53,4.4,77,46,11,5.8,2.0,5,Yes,Yes,49.83,D,Medium
92,2.3,83,61,40,7.5,8.9,10,No,No,37.55,F,High
79,7.0,98,81,46,5.5,9.1,2,Yes,Yes,83.49,B,Low
79,8.2,66,49,50,4.9,6.1,5,Yes,Yes,84.62,B,Low
90,5.5,98,95,50,7.0,7.7,6,Yes,No,84.88,B,Low
78,9.7,36,30,43,9.5,7.4,3,No,Yes,87.91,B,Low
90,0.5,58,87,43,3.2,6.6,6,Yes,No,55.98,D,Medium
45,5.0,100,73,12,8.4,8.3,5,Yes,No,61.6,C,Low
45,7.2,72,35,26,8.1,6.9,4,Yes,Yes,78.23,B,Low
42,8.6,65,79,23,9.7,5.3,10,Yes,No,58.67,D,Medium
46,1.8,60,49,23,9.5,2.4,9,Yes,No,46.0,D,Medium
90,8.0,63,43,47,8.3,7.4,8,No,Yes,64.65,C,Low
47,5.5,59,34,44,6.6,4.7,7,Yes,No,58.79,D,Medium
81,4.0,82,70,10,4.4,2.9,1,Yes,No,74.33,C,Low
91,1.3,99,69,38,6.8,8.0,9,Yes,No,50.6,D,Medium
54,8.7,87,63,13,8.4,7.0,9,No,No,72.07,C,Low
86,1.6,52,74,42,9.3,9.4,6,No,Yes,48.57,D,Medium
68,3.1,43,100,26,8.5,1.7,7,Yes,No,70.51,C,Low
72,2.9,72,100,37,4.4,6.5,3,Yes,No,68.93,C,Low
91,8.7,55,56,35,7.2,2.4,5,Yes,No,92.5,A,Low
69,6.7,99,73,17,5.3,9.0,7,Yes,Yes,62.68,C,Low
78,8.0,55,62,43,3.1,1.0,1,Yes,Yes,100.0,A,Low
66,2.5,61,62,27,4.4,6.6,1,Yes,No,70.21,C,Low
75,6.2,78,73,40,3.8,7.9,5,Yes,No,85.85,B,Low
68,5.7,62,49,36,8.9,3.5,9,Yes,No,63.2,C,Low
77,8.3,79,65,25,4.8,9.5,7,Yes,No,62.57,C,Low
96,9.1,51,36,19,5.0,8.5,1,No,Yes,69.86,C,Low
72,0.1,74,61,49,9.7,2.9,5,Yes,No,76.94,B,Low
100,6.7,37,96,21,5.7,0.1,8,Yes,Yes,93.84,A,Low
76,0.5,100,68,31,3.1,3.0,8,No,Yes,64.04,C,Low
66,5.5,80,53,25,5.0,2.8,2,Yes,Yes,80.87,B,Low
94,2.9,64,99,21,3.8,8.9,7,Yes,No,48.47,D,Medium
72,3.1,43,83,20,3.7,9.7,10,No,No,19.81,F,High
43,3.5,45,67,29,3.5,0.7,5,Yes,Yes,56.9,D,Medium
61,6.2,100,61,10,7.2,4.7,9,Yes,Yes,72.81,C,Low
41,3.3,65,74,36,4.3,5.5,3,Yes,No,42.34,D,Medium
49,7.3,67,90,12,5.5,0.9,1,Yes,Yes,99.4,A,Low
44,4.0,73,99,21,9.0,3.8,4,Yes,Yes,80.19,B,Low
98,0.7,80,82,39,6.0,3.2,7,No,Yes,51.35,D,Medium
49,7.8,71,80,18,9.4,5.4,1,Yes,No,78.42,B,Low
72,2.9,94,85,46,6.5,6.6,2,No,No,63.92,C,Low
93,4.3,65,56,10,5.8,7.0,5,No,Yes,61.12,C,Low
77,6.9,45,67,13,8.3,1.4,9,Yes,Yes,58.37,D,Medium
52,3.3,36,91,24,3.5,8.1,1,Yes,Yes,60.18,C,Low
70,0.6,61,47,36,3.6,6.8,4,No,Yes,49.17,D,Medium
86,3.7,36,93,17,7.6,8.9,3,Yes,Yes,53.98,D,Medium
75,9.4,55,59,32,6.4,4.5,5,Yes,No,78.88,B,Low
84,6.4,92,78,24,8.5,8.9,5,Yes,No,79.9,B,Low
63,6.7,39,70,36,9.4,8.7,10,Yes,No,54.62,D,Medium
91,6.3,86,42,40,5.7,4.4,2,Yes,No,99.09,A,Low
95,2.0,79,63,48,7.2,3.8,5,Yes,Yes,72.76,C,Low
54,4.2,54,54,17,6.5,9.3,9,Yes,Yes,40.28,D,Medium
68,7.5,95,95,39,9.9,7.2,5,Yes,No,100.0,A,Low
47,1.0,72,47,27,8.8,9.3,10,Yes,Yes,27.15,F,High
44,2.8,54,34,13,9.4,8.0,2,No,No,27.05,F,High
68,2.8,59,48,31,4.8,6.1,7,Yes,Yes,43.88,D,Medium
86,4.3,36,71,12,8.4,1.2,6,Yes,No,53.78,D,Medium
43,9.8,66,47,24,4.9,2.9,7,Yes,Yes,76.4,B,Low
51,0.7,60,61,44,4.5,9.7,8,Yes,Yes,29.64,F,High
84,5.2,75,50,47,9.6,3.2,10,Yes,No,81.15,B,Low
41,1.8,35,39,42,3.1,0.9,5,No,Yes,52.84,D,Medium
66,9.7,85,66,23,9.8,7.1,2,Yes,Yes,96.28,A,Low
70,1.1,39,78,10,4.0,7.3,7,No,No,0.0,F,High
90,4.0,47,42,35,8.7,2.9,7,No,Yes,65.84,C,Low
90,7.4,53,84,17,4.9,3.0,8,Yes,No,56.05,D,Medium
75,7.0,46,46,25,5.5,4.7,7,Yes,Yes,64.25,C,Low
75,4.2,82,38,47,4.5,0.2,10,No,No,67.27,C,Low
65,3.5,59,73,19,7.1,7.9,7,Yes,Yes,44.22,D,Medium
82,4.0,91,75,46,5.4,3.2,9,Yes,Yes,86.96,B,Low
66,2.6,69,37,35,7.6,8.5,8,Yes,Yes,48.46,D,Medium
44,2.1,39,66,37,3.1,8.0,2,Yes,No,46.85,D,Medium
59,4.8,56,48,21,3.5,6.6,2,No,Yes,58.37,D,Medium
50,2.7,91,92,29,3.7,3.2,7,Yes,Yes,64.15,C,Low
